0.00,0.6840268864631652,0.7759
0.15,0.679724148607254,0.7726
0.30,0.6492801501274109,0.7831
0.45,0.6816772506713867,0.7654
0.60,0.714661071395874,0.7609
0.70,0.7056687901496888,0.7592
0.80,0.7101592756271362,0.7593
0.90,0.7309132987499237,0.7473
0.91,0.7583710057258606,0.745
0.92,0.7222371040344239,0.7506
0.93,0.7364030971527099,0.7478
0.94,0.719268611240387,0.7558
0.95,0.7503691298484803,0.7417
0.96,0.7567898432731628,0.7411
0.97,0.7680034779548645,0.7359
0.98,0.7864068999290467,0.7254
0.99,0.8560166454315186,0.7089
