0.00,0.6550076087951661,0.78
0.15,0.6703288205146789,0.7858
0.30,0.6724021664619446,0.7811
0.45,0.6920225038528443,0.7644
0.60,0.6979432787895202,0.7721
0.70,0.7068202014923096,0.7626
0.80,0.7316509965896606,0.7563
0.90,0.7308743056297302,0.7518
0.91,0.7072464324951172,0.761
0.92,0.7514490400314331,0.7417
0.93,0.7513862617492676,0.7497
0.94,0.7528293420791626,0.7385
0.95,0.7446771101951599,0.7425
0.96,0.7494257555961609,0.7425
0.97,0.7543748630523681,0.736
0.98,0.8274306364059448,0.7126
0.99,0.9340524042129517,0.6653
