0.00,0.6917775541305542,0.7693
0.15,0.6824715143680572,0.7694
0.30,0.691448601436615,0.7712
0.45,0.6977866550445556,0.7617
0.60,0.6870964771270752,0.7707
0.70,0.6861768573760987,0.771
0.80,0.6958709891319275,0.764
0.90,0.6774508254051208,0.7695
0.91,0.6679310908317566,0.7767
0.92,0.6798390880584717,0.7715
0.93,0.6714074419021606,0.7693
0.94,0.682247599363327,0.7684
0.95,0.6852830067634582,0.7658
0.96,0.6867526732444763,0.7692
0.97,0.6620401709556579,0.7797
0.98,0.6798981655597687,0.7674
0.99,0.6767694020271301,0.7644
