0.0,0.962707615852356,0.7926
0.05,0.9632196100234985,0.7902
0.1,0.929869864654541,0.803
0.15000000000000002,0.9379613781929016,0.8046
0.2,0.9576290475845337,0.7938
0.25,0.971613161277771,0.786
0.3,0.9433427883148193,0.8062
0.35,0.9375902164459229,0.8026
0.39999999999999997,0.9220670225143432,0.8028
0.44999999999999996,0.9290843098640442,0.7984
0.49999999999999994,0.951754273891449,0.7987
0.5499999999999999,0.9328187604904175,0.8037
0.6,0.9395271100997925,0.8008
0.65,0.9283771145820617,0.8062
0.7000000000000001,0.9505113394737243,0.8029
0.7500000000000001,0.9381050693511963,0.7986
0.8000000000000002,0.9713572305679321,0.7936
0.8500000000000002,0.9195791773796081,0.809
0.9000000000000002,0.9387578132629395,0.7895
0.9500000000000003,0.9136407719612122,0.7975
